node_id,workspace,layer,node_kind,label,source_file,source_id,evidence_status,semantics_status,notes
PI-FLD-CG-Z,WS-INPUTS,optimized,field,Высота центра тяжести,project_inputs_field_catalog_v21.csv,PI-FLD-CG-Z,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_frame_geometry; storage_binding=base.cg_z_m; required_before_handoff=Да
PI-FLD-MASS-TOTAL,WS-INPUTS,optimized,field,Полная масса машины,project_inputs_field_catalog_v21.csv,PI-FLD-MASS-TOTAL,designed_target,pending,data_type=number; scope=inputs; unit=кг; group_id=group_masses_inertia; storage_binding=base.mass_total_kg; required_before_handoff=Да
PI-FLD-MASS-SPRUNG,WS-INPUTS,optimized,field,Подрессоренная масса,project_inputs_field_catalog_v21.csv,PI-FLD-MASS-SPRUNG,designed_target,pending,data_type=number; scope=inputs; unit=кг; group_id=group_masses_inertia; storage_binding=base.mass_sprung_kg; required_before_handoff=Да
PI-FLD-MASS-UNSPRUNG-FRONT,WS-INPUTS,optimized,field,Неподрессоренная масса передней оси,project_inputs_field_catalog_v21.csv,PI-FLD-MASS-UNSPRUNG-FRONT,designed_target,pending,data_type=number; scope=inputs; unit=кг; group_id=group_masses_inertia; storage_binding=base.mass_unsprung_front_kg; required_before_handoff=Да
PI-FLD-MASS-UNSPRUNG-REAR,WS-INPUTS,optimized,field,Неподрессоренная масса задней оси,project_inputs_field_catalog_v21.csv,PI-FLD-MASS-UNSPRUNG-REAR,designed_target,pending,data_type=number; scope=inputs; unit=кг; group_id=group_masses_inertia; storage_binding=base.mass_unsprung_rear_kg; required_before_handoff=Да
PI-FLD-IXX,WS-INPUTS,optimized,field,Момент инерции вокруг продольной оси,project_inputs_field_catalog_v21.csv,PI-FLD-IXX,designed_target,pending,data_type=number; scope=inputs; unit=кг·м²; group_id=group_masses_inertia; storage_binding=base.inertia_xx_kgm2; required_before_handoff=Нет
PI-FLD-IYY,WS-INPUTS,optimized,field,Момент инерции вокруг поперечной оси,project_inputs_field_catalog_v21.csv,PI-FLD-IYY,designed_target,pending,data_type=number; scope=inputs; unit=кг·м²; group_id=group_masses_inertia; storage_binding=base.inertia_yy_kgm2; required_before_handoff=Нет
PI-FLD-IZZ,WS-INPUTS,optimized,field,Момент инерции вокруг вертикальной оси,project_inputs_field_catalog_v21.csv,PI-FLD-IZZ,designed_target,pending,data_type=number; scope=inputs; unit=кг·м²; group_id=group_masses_inertia; storage_binding=base.inertia_zz_kgm2; required_before_handoff=Нет
PI-FLD-PAYLOAD,WS-INPUTS,optimized,field,Дополнительная полезная нагрузка,project_inputs_field_catalog_v21.csv,PI-FLD-PAYLOAD,designed_target,pending,data_type=number; scope=inputs; unit=кг; group_id=group_masses_inertia; storage_binding=base.payload_kg; required_before_handoff=Нет
PI-FLD-SPRING-MODE-FR-C1,WS-INPUTS,optimized,field,Передняя пружина C1 — режим настройки,project_inputs_field_catalog_v21.csv,PI-FLD-SPRING-MODE-FR-C1,designed_target,pending,data_type=enum; scope=inputs; group_id=group_springs; storage_binding=base.spring_mode_fr_c1; required_before_handoff=Да
PI-FLD-SPRING-RATE-FR-C1,WS-INPUTS,optimized,field,Передняя пружина C1 — жёсткость,project_inputs_field_catalog_v21.csv,PI-FLD-SPRING-RATE-FR-C1,designed_target,pending,data_type=number; scope=inputs; unit=Н/мм; group_id=group_springs; storage_binding=base.spring_rate_fr_c1_n_per_mm; required_before_handoff=Да
PI-FLD-SPRING-PRELOAD-FR-C1,WS-INPUTS,optimized,field,Передняя пружина C1 — преднатяг,project_inputs_field_catalog_v21.csv,PI-FLD-SPRING-PRELOAD-FR-C1,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_springs; storage_binding=base.spring_preload_fr_c1_mm; required_before_handoff=Нет
PI-FLD-SPRING-MODE-FR-C2,WS-INPUTS,optimized,field,Передняя пружина C2 — режим настройки,project_inputs_field_catalog_v21.csv,PI-FLD-SPRING-MODE-FR-C2,designed_target,pending,data_type=enum; scope=inputs; group_id=group_springs; storage_binding=base.spring_mode_fr_c2; required_before_handoff=Да
PI-FLD-SPRING-RATE-FR-C2,WS-INPUTS,optimized,field,Передняя пружина C2 — жёсткость,project_inputs_field_catalog_v21.csv,PI-FLD-SPRING-RATE-FR-C2,designed_target,pending,data_type=number; scope=inputs; unit=Н/мм; group_id=group_springs; storage_binding=base.spring_rate_fr_c2_n_per_mm; required_before_handoff=Да
PI-FLD-SPRING-PRELOAD-FR-C2,WS-INPUTS,optimized,field,Передняя пружина C2 — преднатяг,project_inputs_field_catalog_v21.csv,PI-FLD-SPRING-PRELOAD-FR-C2,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_springs; storage_binding=base.spring_preload_fr_c2_mm; required_before_handoff=Нет
PI-FLD-SPRING-MODE-RR-C1,WS-INPUTS,optimized,field,Задняя пружина C1 — режим настройки,project_inputs_field_catalog_v21.csv,PI-FLD-SPRING-MODE-RR-C1,designed_target,pending,data_type=enum; scope=inputs; group_id=group_springs; storage_binding=base.spring_mode_rr_c1; required_before_handoff=Да
PI-FLD-SPRING-RATE-RR-C1,WS-INPUTS,optimized,field,Задняя пружина C1 — жёсткость,project_inputs_field_catalog_v21.csv,PI-FLD-SPRING-RATE-RR-C1,designed_target,pending,data_type=number; scope=inputs; unit=Н/мм; group_id=group_springs; storage_binding=base.spring_rate_rr_c1_n_per_mm; required_before_handoff=Да
PI-FLD-SPRING-PRELOAD-RR-C1,WS-INPUTS,optimized,field,Задняя пружина C1 — преднатяг,project_inputs_field_catalog_v21.csv,PI-FLD-SPRING-PRELOAD-RR-C1,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_springs; storage_binding=base.spring_preload_rr_c1_mm; required_before_handoff=Нет
PI-FLD-SPRING-MODE-RR-C2,WS-INPUTS,optimized,field,Задняя пружина C2 — режим настройки,project_inputs_field_catalog_v21.csv,PI-FLD-SPRING-MODE-RR-C2,designed_target,pending,data_type=enum; scope=inputs; group_id=group_springs; storage_binding=base.spring_mode_rr_c2; required_before_handoff=Да
PI-FLD-SPRING-RATE-RR-C2,WS-INPUTS,optimized,field,Задняя пружина C2 — жёсткость,project_inputs_field_catalog_v21.csv,PI-FLD-SPRING-RATE-RR-C2,designed_target,pending,data_type=number; scope=inputs; unit=Н/мм; group_id=group_springs; storage_binding=base.spring_rate_rr_c2_n_per_mm; required_before_handoff=Да
PI-FLD-SPRING-PRELOAD-RR-C2,WS-INPUTS,optimized,field,Задняя пружина C2 — преднатяг,project_inputs_field_catalog_v21.csv,PI-FLD-SPRING-PRELOAD-RR-C2,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_springs; storage_binding=base.spring_preload_rr_c2_mm; required_before_handoff=Нет
PI-FLD-CYL-BORE-FR-C1,WS-INPUTS,optimized,field,Передний цилиндр C1 — диаметр цилиндра,project_inputs_field_catalog_v21.csv,PI-FLD-CYL-BORE-FR-C1,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_cylinders; storage_binding=base.cylinder_bore_fr_c1_mm; required_before_handoff=Да
PI-FLD-CYL-STROKE-FR-C1,WS-INPUTS,optimized,field,Передний цилиндр C1 — ход штока,project_inputs_field_catalog_v21.csv,PI-FLD-CYL-STROKE-FR-C1,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_cylinders; storage_binding=base.cylinder_stroke_fr_c1_mm; required_before_handoff=Да
PI-FLD-CYL-TOP-Z-FR-C1,WS-INPUTS,optimized,field,Передний цилиндр C1 — верхняя точка крепления по высоте,project_inputs_field_catalog_v21.csv,PI-FLD-CYL-TOP-Z-FR-C1,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_cylinders; storage_binding=base.cylinder_top_mount_z_fr_c1_m; required_before_handoff=Да
PI-FLD-CYL-TOP-Y-FR-C1,WS-INPUTS,optimized,field,Передний цилиндр C1 — верхняя точка крепления по ширине,project_inputs_field_catalog_v21.csv,PI-FLD-CYL-TOP-Y-FR-C1,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_cylinders; storage_binding=base.cylinder_top_mount_y_fr_c1_m; required_before_handoff=Да
PI-FLD-CYL-BORE-FR-C2,WS-INPUTS,optimized,field,Передний цилиндр C2 — диаметр цилиндра,project_inputs_field_catalog_v21.csv,PI-FLD-CYL-BORE-FR-C2,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_cylinders; storage_binding=base.cylinder_bore_fr_c2_mm; required_before_handoff=Да
PI-FLD-CYL-STROKE-FR-C2,WS-INPUTS,optimized,field,Передний цилиндр C2 — ход штока,project_inputs_field_catalog_v21.csv,PI-FLD-CYL-STROKE-FR-C2,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_cylinders; storage_binding=base.cylinder_stroke_fr_c2_mm; required_before_handoff=Да
PI-FLD-CYL-TOP-Z-FR-C2,WS-INPUTS,optimized,field,Передний цилиндр C2 — верхняя точка крепления по высоте,project_inputs_field_catalog_v21.csv,PI-FLD-CYL-TOP-Z-FR-C2,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_cylinders; storage_binding=base.cylinder_top_mount_z_fr_c2_m; required_before_handoff=Да
PI-FLD-CYL-TOP-Y-FR-C2,WS-INPUTS,optimized,field,Передний цилиндр C2 — верхняя точка крепления по ширине,project_inputs_field_catalog_v21.csv,PI-FLD-CYL-TOP-Y-FR-C2,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_cylinders; storage_binding=base.cylinder_top_mount_y_fr_c2_m; required_before_handoff=Да
PI-FLD-CYL-BORE-RR-C1,WS-INPUTS,optimized,field,Задний цилиндр C1 — диаметр цилиндра,project_inputs_field_catalog_v21.csv,PI-FLD-CYL-BORE-RR-C1,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_cylinders; storage_binding=base.cylinder_bore_rr_c1_mm; required_before_handoff=Да
PI-FLD-CYL-STROKE-RR-C1,WS-INPUTS,optimized,field,Задний цилиндр C1 — ход штока,project_inputs_field_catalog_v21.csv,PI-FLD-CYL-STROKE-RR-C1,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_cylinders; storage_binding=base.cylinder_stroke_rr_c1_mm; required_before_handoff=Да
PI-FLD-CYL-TOP-Z-RR-C1,WS-INPUTS,optimized,field,Задний цилиндр C1 — верхняя точка крепления по высоте,project_inputs_field_catalog_v21.csv,PI-FLD-CYL-TOP-Z-RR-C1,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_cylinders; storage_binding=base.cylinder_top_mount_z_rr_c1_m; required_before_handoff=Да
PI-FLD-CYL-TOP-Y-RR-C1,WS-INPUTS,optimized,field,Задний цилиндр C1 — верхняя точка крепления по ширине,project_inputs_field_catalog_v21.csv,PI-FLD-CYL-TOP-Y-RR-C1,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_cylinders; storage_binding=base.cylinder_top_mount_y_rr_c1_m; required_before_handoff=Да
PI-FLD-CYL-BORE-RR-C2,WS-INPUTS,optimized,field,Задний цилиндр C2 — диаметр цилиндра,project_inputs_field_catalog_v21.csv,PI-FLD-CYL-BORE-RR-C2,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_cylinders; storage_binding=base.cylinder_bore_rr_c2_mm; required_before_handoff=Да
PI-FLD-CYL-STROKE-RR-C2,WS-INPUTS,optimized,field,Задний цилиндр C2 — ход штока,project_inputs_field_catalog_v21.csv,PI-FLD-CYL-STROKE-RR-C2,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_cylinders; storage_binding=base.cylinder_stroke_rr_c2_mm; required_before_handoff=Да
PI-FLD-CYL-TOP-Z-RR-C2,WS-INPUTS,optimized,field,Задний цилиндр C2 — верхняя точка крепления по высоте,project_inputs_field_catalog_v21.csv,PI-FLD-CYL-TOP-Z-RR-C2,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_cylinders; storage_binding=base.cylinder_top_mount_z_rr_c2_m; required_before_handoff=Да
PI-FLD-CYL-TOP-Y-RR-C2,WS-INPUTS,optimized,field,Задний цилиндр C2 — верхняя точка крепления по ширине,project_inputs_field_catalog_v21.csv,PI-FLD-CYL-TOP-Y-RR-C2,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_cylinders; storage_binding=base.cylinder_top_mount_y_rr_c2_m; required_before_handoff=Да
PI-FLD-SUPPLY-P-NOM,WS-INPUTS,optimized,field,Номинальное питающее давление,project_inputs_field_catalog_v21.csv,PI-FLD-SUPPLY-P-NOM,designed_target,pending,data_type=number; scope=inputs; unit=МПа; group_id=group_pneumatics; storage_binding=base.supply_pressure_nominal_mpa; required_before_handoff=Да
PI-FLD-SUPPLY-P-MAX,WS-INPUTS,optimized,field,Максимальное питающее давление,project_inputs_field_catalog_v21.csv,PI-FLD-SUPPLY-P-MAX,designed_target,pending,data_type=number; scope=inputs; unit=МПа; group_id=group_pneumatics; storage_binding=base.supply_pressure_max_mpa; required_before_handoff=Да
PI-FLD-RECEIVER-1-V,WS-INPUTS,optimized,field,Объём ресивера 1,project_inputs_field_catalog_v21.csv,PI-FLD-RECEIVER-1-V,designed_target,pending,data_type=number; scope=inputs; unit=л; group_id=group_pneumatics; storage_binding=base.receiver1_volume_l; required_before_handoff=Да
PI-FLD-RECEIVER-2-V,WS-INPUTS,optimized,field,Объём ресивера 2,project_inputs_field_catalog_v21.csv,PI-FLD-RECEIVER-2-V,designed_target,pending,data_type=number; scope=inputs; unit=л; group_id=group_pneumatics; storage_binding=base.receiver2_volume_l; required_before_handoff=Да
PI-FLD-LINE-DIAM,WS-INPUTS,optimized,field,Внутренний диаметр магистрали,project_inputs_field_catalog_v21.csv,PI-FLD-LINE-DIAM,designed_target,pending,data_type=number; scope=inputs; unit=мм; group_id=group_pneumatics; storage_binding=base.line_inner_diameter_mm; required_before_handoff=Да
PI-FLD-VALVE-C1-CV,WS-INPUTS,optimized,field,Пропускная способность клапанов C1,project_inputs_field_catalog_v21.csv,PI-FLD-VALVE-C1-CV,designed_target,pending,data_type=number; scope=inputs; unit=доля единицы; group_id=group_pneumatics; storage_binding=base.valve_flow_coeff_c1; required_before_handoff=Нет
PI-FLD-VALVE-C2-CV,WS-INPUTS,optimized,field,Пропускная способность клапанов C2,project_inputs_field_catalog_v21.csv,PI-FLD-VALVE-C2-CV,designed_target,pending,data_type=number; scope=inputs; unit=доля единицы; group_id=group_pneumatics; storage_binding=base.valve_flow_coeff_c2; required_before_handoff=Нет
PI-FLD-DEAD-VOLUME,WS-INPUTS,optimized,field,Мёртвый объём камеры,project_inputs_field_catalog_v21.csv,PI-FLD-DEAD-VOLUME,designed_target,pending,data_type=number; scope=inputs; unit=см³; group_id=group_pneumatics; storage_binding=base.dead_volume_cm3; required_before_handoff=Нет
