node_id,scope,surface,kind,label_current,label_recommended,semantic_issue,severity,why_it_hurts,status,semantic_quality_score_1_5
PI-FLD-CYL-STROKE-RR-C2,optimized,WS-INPUTS,field,Задний цилиндр C2 — ход штока,Задний цилиндр второго контура (C2) — ход штока,notation_without_name,high,Оставлять C1/C2 только вторым планом после полного названия.,rewrite,1
PI-FLD-CYL-TOP-Z-RR-C2,optimized,WS-INPUTS,field,Задний цилиндр C2 — верхняя точка крепления по высоте,Задний цилиндр второго контура (C2) — верхняя точка крепления по высоте,notation_without_name,high,Оставлять C1/C2 только вторым планом после полного названия.,rewrite,1
PI-FLD-CYL-TOP-Y-RR-C2,optimized,WS-INPUTS,field,Задний цилиндр C2 — верхняя точка крепления по ширине,Задний цилиндр второго контура (C2) — верхняя точка крепления по ширине,notation_without_name,high,Оставлять C1/C2 только вторым планом после полного названия.,rewrite,1
PI-FLD-SUPPLY-P-NOM,optimized,WS-INPUTS,field,Номинальное питающее давление,Номинальное питающее давление,none,low,Семантика понятна и не требует переписывания.,keep,5
PI-FLD-SUPPLY-P-MAX,optimized,WS-INPUTS,field,Максимальное питающее давление,Максимальное питающее давление,none,low,Семантика понятна и не требует переписывания.,keep,5
PI-FLD-RECEIVER-1-V,optimized,WS-INPUTS,field,Объём ресивера 1,Объём ресивера 1,none,low,Семантика понятна и не требует переписывания.,keep,5
PI-FLD-RECEIVER-2-V,optimized,WS-INPUTS,field,Объём ресивера 2,Объём ресивера 2,none,low,Семантика понятна и не требует переписывания.,keep,5
PI-FLD-LINE-DIAM,optimized,WS-INPUTS,field,Внутренний диаметр магистрали,Внутренний диаметр магистрали,none,low,Семантика понятна и не требует переписывания.,keep,5
PI-FLD-VALVE-C1-CV,optimized,WS-INPUTS,field,Пропускная способность клапанов C1,Пропускная способность клапанов C1,notation_without_name,high,Оставлять C1/C2 только вторым планом после полного названия.,rewrite,1
PI-FLD-VALVE-C2-CV,optimized,WS-INPUTS,field,Пропускная способность клапанов C2,Пропускная способность клапанов C2,notation_without_name,high,Оставлять C1/C2 только вторым планом после полного названия.,rewrite,1
PI-FLD-DEAD-VOLUME,optimized,WS-INPUTS,field,Мёртвый объём камеры,Мёртвый объём камеры,none,low,Семантика понятна и не требует переписывания.,keep,5
PI-FLD-INTEGRATION-STEP,optimized,WS-INPUTS,field,Шаг интегрирования,Шаг интегрирования,none,low,Семантика понятна и не требует переписывания.,keep,5
PI-FLD-SIM-TIME-DEFAULT,optimized,WS-INPUTS,field,Время моделирования по умолчанию,Время моделирования по умолчанию,none,low,Семантика понятна и не требует переписывания.,keep,5
PI-FLD-CONTACT-LOSS-LIMIT,optimized,WS-INPUTS,field,Допустимая доля потери контакта,Допустимая доля потери контакта,none,low,Семантика понятна и не требует переписывания.,keep,5
