PAR_ID,FIELD_ID,FULL_NAME_RU,SHORT_NAME_RU,SYMBOL,UNIT,DATA_TYPE,STORAGE_FORMAT,INPUT_FORMAT,ALLOWED_VALUES,DEFAULT_VALUE,DEPENDENCIES,GROUP_ID,SOURCE_OF_TRUTH,CODE_LOCATION,GUI_SURFACES,ROLE_IN_LOGIC,VISIBILITY_ROLE,EDITABILITY,ACCESSIBILITY,WHY_AVAILABLE_OR_NOT,DERIVED_PRESENTATIONS,LEGENDS_AND_INDICATORS,TEST_AND_ACCEPTANCE_LINKS,STATUS,SOURCE_ID
PAR-0059,ST-FLD-ROW-KIND,Вид строки набора испытаний,Вид строки набора испытаний,,not_applicable,enum,as_declared,enum,ring_linked|inertial_template|bump_template|maneuver_template,,,GRP-SUITE,validated_suite_snapshot.json,validated_suite_snapshot.json,WS-SUITE,"Определяет, связана ли строка со сценарием-источником из WS-RING или является шаблоном без дорожной геометрии.",row,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SUITE; downstream access определяется pipeline matrix.,,,,covered,SRC-014
PAR-0060,ST-FLD-STAGE-ENTRY,Стадия первого входа,Стадия первого входа,,стадия,integer,as_declared,as_declared,0|1|2|3,,,GRP-SUITE,validated_suite_snapshot.json,validated_suite_snapshot.json,WS-SUITE,"Показывает, с какой стадии staged pipeline строка впервые участвует в расчёте.",row,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SUITE; downstream access определяется pipeline matrix.,,,,covered,SRC-014
PAR-0061,ST-FLD-PRIORITY,Приоритет очереди,Приоритет очереди,,уровень,integer,as_declared,as_declared,0..999,,,GRP-SUITE,validated_suite_snapshot.json,validated_suite_snapshot.json,WS-SUITE,Используется для порядка обработки и сортировки внутри одинаковой стадии.,row,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SUITE; downstream access определяется pipeline matrix.,,,,covered,SRC-014
PAR-0062,ST-FLD-DT,"Шаг интегрирования, секунды","Шаг интегрирования, секунды",,с,number,as_declared,as_declared,,,,GRP-SUITE,validated_suite_snapshot.json,validated_suite_snapshot.json,WS-SUITE,Шаг интегрирования конкретного испытания.,row,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SUITE; downstream access определяется pipeline matrix.,,,,covered,SRC-014
PAR-0063,ST-FLD-TEND,"Длительность испытания, секунды","Длительность испытания, секунды",,с,number,as_declared,as_declared,,,,GRP-SUITE,validated_suite_snapshot.json,validated_suite_snapshot.json,WS-SUITE,Длительность моделирования конкретного испытания.,row,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SUITE; downstream access определяется pipeline matrix.,,,,covered,SRC-014
PAR-0064,ST-FLD-NOTE,Примечание испытания,Примечание испытания,,not_applicable,text,as_declared,string,,,,GRP-SUITE,validated_suite_snapshot.json,validated_suite_snapshot.json,WS-SUITE,Текстовое пояснение по конкретной строке.,row,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SUITE; downstream access определяется pipeline matrix.,,,,covered,SRC-014
PAR-0065,ST-FLD-TARGET-CONTACT,"Допустимая доля потери контакта, доля единицы","Допустимая доля потери контакта, доля единицы",,доля,number,as_declared,as_declared,0..1,,,GRP-SUITE,validated_suite_snapshot.json,validated_suite_snapshot.json,WS-SUITE,Целевое ограничение по потере контакта.,row,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SUITE; downstream access определяется pipeline matrix.,,,,covered,SRC-014
PAR-0066,ST-FLD-TARGET-RMS,"Целевое среднеквадратичное ускорение рамы, метры на секунду в квадрате","Целевое среднеквадратичное ускорение рамы, метры на секунду в квадрате",,м/с²,number,as_declared,as_declared,,,,GRP-SUITE,validated_suite_snapshot.json,validated_suite_snapshot.json,WS-SUITE,Целевое ограничение или ориентир по комфорту.,row,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SUITE; downstream access определяется pipeline matrix.,,,,covered,SRC-014
PAR-0067,ST-FLD-TARGET-ROLL,"Целевой пик крена, градусы","Целевой пик крена, градусы",,град,number,as_declared,as_declared,,,,GRP-SUITE,validated_suite_snapshot.json,validated_suite_snapshot.json,WS-SUITE,Целевое ограничение по максимуму крена.,row,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SUITE; downstream access определяется pipeline matrix.,,,,covered,SRC-014
PAR-0068,ST-FLD-TARGET-PITCH,"Целевой пик тангажа, градусы","Целевой пик тангажа, градусы",,град,number,as_declared,as_declared,,,,GRP-SUITE,validated_suite_snapshot.json,validated_suite_snapshot.json,WS-SUITE,Целевое ограничение по максимуму тангажа.,row,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SUITE; downstream access определяется pipeline matrix.,,,,covered,SRC-014
PAR-0069,ST-FLD-TARGET-ENERGY,"Целевые потери на дросселях, миллиджоули","Целевые потери на дросселях, миллиджоули",,мДж,number,as_declared,as_declared,,,,GRP-SUITE,validated_suite_snapshot.json,validated_suite_snapshot.json,WS-SUITE,Целевой ориентир по энергетическим потерям.,row,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SUITE; downstream access определяется pipeline matrix.,,,,covered,SRC-014
PAR-0070,ST-FLD-PARAMS-OVERRIDE-REF,Ссылка на набор локальных переопределений параметров,Ссылка на набор локальных переопределений параметров,,not_applicable,text,as_declared,string,,,,GRP-SUITE,validated_suite_snapshot.json,validated_suite_snapshot.json,WS-SUITE,Путь или идентификатор локального набора params_override.,row,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SUITE; downstream access определяется pipeline matrix.,,,,covered,SRC-014
PAR-0071,ST-FLD-SCENARIO-REF-ID,Код связанного сценария,Код связанного сценария,,not_applicable,text,as_declared,string,,,,GRP-SUITE,validated_suite_snapshot.json,validated_suite_snapshot.json,WS-SUITE,Стабильный идентификатор сценария из WS-RING.,ring_linked,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SUITE; downstream access определяется pipeline matrix.,,,,covered,SRC-014
PAR-0072,ST-FLD-SCENARIO-NAME,Название связанного сценария,Название связанного сценария,,not_applicable,text,as_declared,string,,,,GRP-SUITE,validated_suite_snapshot.json,validated_suite_snapshot.json,WS-SUITE,Название сценария-источника из WS-RING.,ring_linked,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SUITE; downstream access определяется pipeline matrix.,,,,covered,SRC-014
PAR-0073,ST-FLD-SCENARIO-EXPORT-VERSION,Версия экспорта сценария,Версия экспорта сценария,,not_applicable,text,as_declared,string,,,,GRP-SUITE,validated_suite_snapshot.json,validated_suite_snapshot.json,WS-SUITE,"Версия канонического экспорта сценария, по которой проверяется stale-link.",ring_linked,editable_in_owner_workspace,tooltip_and_help_required,Параметр редактируется или показывается в WS-SUITE; downstream access определяется pipeline matrix.,,,,covered,SRC-014
