UI_ID,UI_NAME_RU,UI_TYPE,WORKSPACE_ID,WINDOW_ID,SCREEN_IDS,REGION_ID,PARENT_CONTAINER_ID,X_LOCAL_PX,Y_LOCAL_PX,MIN_WIDTH_PX,MIN_HEIGHT_PX,PREFERRED_WIDTH_PX,PREFERRED_HEIGHT_PX,SOURCE_BINDING,RELATED_PAR_ID,VISIBLE_WHEN,ENABLED_WHEN,TOOLTIP_REQUIRED,HELP_REQUIRED,SCROLL_BEHAVIOR,POSITIONING_RULE,RESIZE_RULE,STATE_MODEL,SOURCE_ID
UI-RG-FLD-END-HEIGHT,Высота дороги в конце сегмента,field_row,WS-RING,WIN-MAIN-SHELL,,GLOBAL-RIGHT-INSPECTOR,GLOBAL-RIGHT-INSPECTOR,16,656,200,24,266,32,RG-FLD-END-HEIGHT,,Есть выделение,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-013
UI-RG-FLD-CROSSFALL,Поперечный уклон,field_row,WS-RING,WIN-MAIN-SHELL,,GLOBAL-RIGHT-INSPECTOR,GLOBAL-RIGHT-INSPECTOR,16,696,200,24,266,32,RG-FLD-CROSSFALL,,Есть выделение,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-013
UI-RG-FLD-SURFACE-TYPE,Тип покрытия,field_row,WS-RING,WIN-MAIN-SHELL,,GLOBAL-RIGHT-INSPECTOR,GLOBAL-RIGHT-INSPECTOR,16,736,200,24,266,32,RG-FLD-SURFACE-TYPE,,Есть выделение,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-013
UI-RG-FLD-SURFACE-CLASS,Класс шероховатости или профиль,field_row,WS-RING,WIN-MAIN-SHELL,,GLOBAL-RIGHT-INSPECTOR,GLOBAL-RIGHT-INSPECTOR,16,776,200,24,266,32,RG-FLD-SURFACE-CLASS,,Есть выделение,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-013
UI-RG-FLD-SINE-AMPLITUDE,Амплитуда синусоиды,field_row,WS-RING,WIN-MAIN-SHELL,,GLOBAL-RIGHT-INSPECTOR,GLOBAL-RIGHT-INSPECTOR,16,816,200,24,266,32,RG-FLD-SINE-AMPLITUDE,,Есть выделение,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-013
UI-RG-FLD-SINE-WAVELENGTH,Длина волны синусоиды,field_row,WS-RING,WIN-MAIN-SHELL,,GLOBAL-RIGHT-INSPECTOR,GLOBAL-RIGHT-INSPECTOR,16,856,200,24,266,32,RG-FLD-SINE-WAVELENGTH,,Есть выделение,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-013
UI-RG-FLD-PHASE-RIGHT,Фаза правой колеи,field_row,WS-RING,WIN-MAIN-SHELL,,GLOBAL-RIGHT-INSPECTOR,GLOBAL-RIGHT-INSPECTOR,16,896,200,24,266,32,RG-FLD-PHASE-RIGHT,,Есть выделение,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-013
UI-RG-FLD-RANDOM-PHASES,Случайные фазы,field_row,WS-RING,WIN-MAIN-SHELL,,GLOBAL-RIGHT-INSPECTOR,GLOBAL-RIGHT-INSPECTOR,16,936,200,24,266,32,RG-FLD-RANDOM-PHASES,,Есть выделение,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-013
UI-RG-FLD-TARGET-SPEED,Целевая скорость прохождения,field_row,WS-RING,WIN-MAIN-SHELL,,GLOBAL-RIGHT-INSPECTOR,GLOBAL-RIGHT-INSPECTOR,16,976,200,24,266,32,RG-FLD-TARGET-SPEED,,Есть выделение,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-013
UI-RG-FLD-PASSAGE-MODE,Режим прохождения сегмента,field_row,WS-RING,WIN-MAIN-SHELL,,GLOBAL-RIGHT-INSPECTOR,GLOBAL-RIGHT-INSPECTOR,16,1016,200,24,266,32,RG-FLD-PASSAGE-MODE,,Есть выделение,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-013
TS-FLD-SUITE-NAME,Название набора испытаний,text_editor,WS-SUITE,WIN-MAIN-SHELL,SUITE-SCR-01;SUITE-SCR-02;SUITE-SCR-03;SUITE-SCR-04;SUITE-SCR-05;SUITE-SCR-06,ST-HEADER,ST-HEADER,0,6,195,24,260,32,suite.root.name,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-014
TS-BADGE-SOURCE-TRUTH,Источник сценарной истины: WS-RING,badge,WS-SUITE,WIN-MAIN-SHELL,SUITE-SCR-01;SUITE-SCR-02;SUITE-SCR-03;SUITE-SCR-04;SUITE-SCR-05;SUITE-SCR-06,ST-HEADER,ST-HEADER,276,8,188,21,250,28,suite.source_truth,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-014
TS-TXT-SUITE-COUNTS,Счётчики строк и пригодности,info_text,WS-SUITE,WIN-MAIN-SHELL,SUITE-SCR-01;SUITE-SCR-02;SUITE-SCR-03;SUITE-SCR-04;SUITE-SCR-05;SUITE-SCR-06,ST-HEADER,ST-HEADER,542,8,188,21,250,28,suite.counts,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-014
TS-BTN-OPEN-RING,Открыть редактор кольца,secondary_button,WS-SUITE,WIN-MAIN-SHELL,SUITE-SCR-01;SUITE-SCR-02;SUITE-SCR-03;SUITE-SCR-04;SUITE-SCR-05;SUITE-SCR-06,ST-HEADER,ST-HEADER,1000,4,153,27,204,36,route.ws_ring,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-014
TS-FILTER-TYPE,Фильтр по типу испытания,combo_box,WS-SUITE,WIN-MAIN-SHELL,SUITE-SCR-01;SUITE-SCR-02;SUITE-SCR-03,ST-FILTER,ST-FILTER,0,6,135,24,180,32,suite.filters.test_type,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-014
TS-FILTER-STAGE,Фильтр по стадии первого входа,combo_box,WS-SUITE,WIN-MAIN-SHELL,SUITE-SCR-01;SUITE-SCR-02;SUITE-SCR-03,ST-FILTER,ST-FILTER,192,6,135,24,180,32,suite.filters.stage_entry,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-014
TS-FILTER-VALIDATION,Фильтр по состоянию проверки,combo_box,WS-SUITE,WIN-MAIN-SHELL,SUITE-SCR-01;SUITE-SCR-02;SUITE-SCR-03,ST-FILTER,ST-FILTER,384,6,135,24,180,32,suite.filters.validation_state,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-014
TS-FILTER-TEXT,Поиск по имени испытания и сценарию,search_box,WS-SUITE,WIN-MAIN-SHELL,SUITE-SCR-01;SUITE-SCR-02;SUITE-SCR-03,ST-FILTER,ST-FILTER,576,6,180,24,240,32,suite.filters.search_text,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-014
TS-BTN-ADD-FROM-RING,Добавить из редактора кольца,secondary_button,WS-SUITE,WIN-MAIN-SHELL,SUITE-SCR-01;SUITE-SCR-02;SUITE-SCR-03,ST-FILTER,ST-FILTER,828,2,135,30,180,40,suite.add_from_ring,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-014
TS-BTN-ADD-TEMPLATE,Добавить шаблон испытания,secondary_button,WS-SUITE,WIN-MAIN-SHELL,SUITE-SCR-01;SUITE-SCR-02;SUITE-SCR-03,ST-FILTER,ST-FILTER,1020,2,138,30,184,40,suite.add_template,,Всегда,Всегда,Да,Да,Нет,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Фиксированная высота с адаптацией ширины до min/pref rules.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-014
TS-TABLE,Таблица испытаний,data_grid,WS-SUITE,WIN-MAIN-SHELL,SUITE-SCR-01;SUITE-SCR-02;SUITE-SCR-03;SUITE-SCR-04;SUITE-SCR-05,ST-GRID,ST-GRID,0,32,590,369,786,492,suite.tests[],,Всегда,Всегда,Да,Да,Вертикальная и горизонтальная прокрутка,Координаты локальны контейнеру region; глобальная раскладка управляется dock/grid/splitter-контейнерами.,Ширина адаптируется к контейнеру; высота фиксирована или скроллируема по правилу контейнера.,enabled;disabled;read_only;hidden;warning;error;selected;hover;focus,SRC-014
